,mbta_part_number,description,mfg,mfg_itm_id
2662,02051063,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #6X5/8NO",GENERIC,5/8-NO-6 TYPE
2663,02051063,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #6X5/8NO",GENERIC,LA11536
2664,02051063,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #6X5/8NO",LEHIGH,100 PER BOX
2665,02051065,"SCREW-SH.MTL.TYP A(T AP)RND,ZNC,PHL,100/ #8X1/2",FRAN DAN,LA0251
2666,02051065,"SCREW-SH.MTL.TYP A(T AP)RND,ZNC,PHL,100/ #8X1/2",GENERIC,100 PER BOX
2667,02051065,"SCREW-SH.MTL.TYP A(T AP)RND,ZNC,PHL,100/ #8X1/2",GENERIC,1/2-NO-8
2668,02051065,"SCREW-SH.MTL.TYP A(T AP)RND,ZNC,PHL,100/ #8X1/2",GENERIC,LA11536
2669,02051067,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X3/4",FRAN DAN,LA0251
2670,02051067,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X3/4",GENERIC,3/4-NO-8
2671,02051067,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X3/4",GENERIC,100 PER BOX
2672,02051067,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X3/4",GENERIC,LA11536
2673,02051070,BOLT-SOCKET HEAD CAP 5/16-18 X 1 100/BOX,GENERIC,100 PER BOX
2674,02051070,BOLT-SOCKET HEAD CAP 5/16-18 X 1 100/BOX,GENERIC,1X5/16
2675,02051070,BOLT-SOCKET HEAD CAP 5/16-18 X 1 100/BOX,GENERIC,LA11536
2676,02051071,"SCREW-SH.MTL.TYP A(T AP)RTND,ZNC,PHL,100/ #14X1",FRAN DAN,LA0293
2677,02051071,"SCREW-SH.MTL.TYP A(T AP)RTND,ZNC,PHL,100/ #14X1",GENERIC,LA11536
2678,02051071,"SCREW-SH.MTL.TYP A(T AP)RTND,ZNC,PHL,100/ #14X1",GENERIC,1-NO-14
2679,02051071,"SCREW-SH.MTL.TYP A(T AP)RTND,ZNC,PHL,100/ #14X1",GENERIC,100 PER BOX
2680,02051072,SCREW-SH.MTL.TYP A(TAP)FL HD ZNC PHIL #14X1-1/2 100/BX,FRAN DAN,LA0293
2681,02051072,SCREW-SH.MTL.TYP A(TAP)FL HD ZNC PHIL #14X1-1/2 100/BX,GENERIC,100 PER BOX
2682,02051072,SCREW-SH.MTL.TYP A(TAP)FL HD ZNC PHIL #14X1-1/2 100/BX,GENERIC,LA11536
2683,02051072,SCREW-SH.MTL.TYP A(TAP)FL HD ZNC PHIL #14X1-1/2 100/BX,GENERIC,1-1/2-NO-14
2684,02051073,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ 1/4-20X1-1/4",FRAN DAN,LA0251
2685,02051073,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ 1/4-20X1-1/4",GENERIC,LA11536
2686,02051073,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ 1/4-20X1-1/4",GENERIC,100 PER BOX
2687,02051073,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ 1/4-20X1-1/4",LEHIGH,1-1/4-1/4#20
2688,02051074,"FLAT HEAD PHILLIPS 1 /4 20 X 2"" TYPE"" F"" THREAD CUT/",ATLANTIC F,YZ6214202
2689,02051078,BOLT-SOCKET HEAD CAP 7/16-20X2-1/2 100/PK,GENERIC,7/16-20X2-1/2
2690,02051078,BOLT-SOCKET HEAD CAP 7/16-20X2-1/2 100/PK,GENERIC,LA11536
2691,02051079,"SCREW-SH.MTL.TYP A(T AP)RND,ZNC,PHL,100/ #10X1/2",FRAN DAN,LA0251
2692,02051079,"SCREW-SH.MTL.TYP A(T AP)RND,ZNC,PHL,100/ #10X1/2",GENERIC,100 PER BOX
2693,02051079,"SCREW-SH.MTL.TYP A(T AP)RND,ZNC,PHL,100/ #10X1/2",GENERIC,1/2 NO. 10
2694,02051079,"SCREW-SH.MTL.TYP A(T AP)RND,ZNC,PHL,100/ #10X1/2",GENERIC,LA11536
2695,02051101,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X3/8",GENERIC,100 PER BOX
2696,02051101,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X3/8",GENERIC,3/8-6/32
2697,02051101,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X3/8",GENERIC,LA11536
2698,02051105,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ 10-24X1/2",FRAN DAN,LA0293
2699,02051105,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ 10-24X1/2",GENERIC,LA11536
2700,02051105,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ 10-24X1/2",GENERIC,1/2X10/24
2701,02051107,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #10-24X3/4G-",FRAN DAN,LA0319
2702,02051107,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #10-24X3/4G-",GENERIC,3/4X10/24
2703,02051107,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #10-24X3/4G-",GENERIC,100 PER BOX
2704,02051107,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #10-24X3/4G-",GENERIC,LA11536
2705,02051108,SCREW-3/8X1 SELF TAP PING HX HD SHEET METAL100/PK,FRAN DAN,LA0319
2706,02051108,SCREW-3/8X1 SELF TAP PING HX HD SHEET METAL100/PK,FRAN-DAN,3/8 X 1
2707,02051154,SCREW-USE 020-51-101 -,FRAN DAN,LA0319
2708,02051154,SCREW-USE 020-51-101 -,GENERIC,3/8-6/32
2709,02051154,SCREW-USE 020-51-101 -,RIBSCO,100 PER BOX
2710,02051165,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #10X1/2",FRAN DAN,LA0251
2711,02051165,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #10X1/2",GENERIC,100 PER BOX
2712,02051165,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #10X1/2",GENERIC,1/2-NO-10
2713,02051165,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #10X1/2",GENERIC,LA11536
2714,02051167,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #10X1",F.DAN,LA0319
2715,02051167,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #10X1",GENERIC,1-NO-10
2716,02051167,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #10X1",GENERIC,LA11536
2717,02051167,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #10X1",RIBSCO,1-NO 10
2718,02051168,"SCRW-SM,TYP F(THD.CU T),OVAL,ZNC,PHL,100/ #12X3/4",FRAN DAN,LA0319
2719,02051168,"SCRW-SM,TYP F(THD.CU T),OVAL,ZNC,PHL,100/ #12X3/4",GENERIC,100 PER BOX
2720,02051168,"SCRW-SM,TYP F(THD.CU T),OVAL,ZNC,PHL,100/ #12X3/4",GENERIC,3/4-NO-12
2721,02051168,"SCRW-SM,TYP F(THD.CU T),OVAL,ZNC,PHL,100/ #12X3/4",GENERIC,LA11536
2722,02051170,BOLT-SOCKET HEAD CAP 5/16-18 X 3/4 100/BOX,GENERIC,100 PER BOX
2723,02051170,BOLT-SOCKET HEAD CAP 5/16-18 X 3/4 100/BOX,GENERIC,5/16-18X3/4
2724,02051170,BOLT-SOCKET HEAD CAP 5/16-18 X 3/4 100/BOX,GENERIC,LA11536
2725,02051172,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-24X3/4",FRAN DAN,LA0251
2726,02051172,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-24X3/4",GENERIC,100 PER BOX
2727,02051172,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-24X3/4",GENERIC,3/4-10/24
2728,02051172,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-24X3/4",GENERIC,LA11536
2729,02051175,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-32X3/4",GENERIC,LA11536
2730,02051175,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-32X3/4",GENERIC,JEFFERSON CORP
2731,02051175,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-32X3/4",GENERIC,3/4 - 8/32
2732,02051175,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-32X3/4",R1BSCO,3/4 - 8/32
2733,02051176,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-24X1/2",GENERIC,LA11536
2734,02051176,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-24X1/2",GENERIC,1/2-10/24
2735,02051176,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-24X1/2",GENERIC,100 PER BOX
2736,02051181,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#12X1,FRAN DAN,LA0251
2737,02051181,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#12X1,GENERIC,LA11536
2738,02051181,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#12X1,GENERIC,1XNO-12
2739,02051181,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#12X1,RIBSCO,100 PER BOX
2740,02051182,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-323/8",GENERIC,100 PER BOX
2741,02051182,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-323/8",GENERIC,3/8-8/32
2742,02051182,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-323/8",GENERIC,LA11536
2743,02051183,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#12X3/4,FRAN DAN,3/4 NO. 12
2744,02051183,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#12X3/4,GENERIC,100 PER BOX
2745,02051183,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#12X3/4,GENERIC,LA11536
2746,02051184,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X5/8,F.DAN,LA0319
2747,02051184,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X5/8,GENERIC,LA11536
2748,02051184,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X5/8,GENERIC,5/8-#8 TYPE A
2749,02051184,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X5/8,GENERIC,100 PER BOX
2750,02051185,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X1,FRAN DAN,LA0251
2751,02051185,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X1,GENERIC,LA11536
2752,02051185,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X1,GENERIC,1XNO-8
2753,02051185,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X1,RIBSCO,100 PER BOX
2754,02051186,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X1-1/4,FRAN DAN,LA0251
2755,02051186,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X1-1/4,GENERIC,1-1/4 -NO-8
2756,02051186,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X1-1/4,GENERIC,LA11536
2757,02051186,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#8X1-1/4,RIBSCO,100 PER BOX
2758,02051190,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ 1/4-20X3/4",GENERIC,100 PER BOX
2759,02051190,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ 1/4-20X3/4",GENERIC,3/4X1/4-20
2760,02051191,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#7X1/2,FRAN DAN,LA0251
2761,02051191,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#7X1/2,GENERIC,LA11536
2762,02051191,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#7X1/2,GENERIC,1/2-NO-7 TYPE
2763,02051191,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#7X1/2,GENERIC,100 PER BOX
2764,02051192,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X1/2",GENERIC,100 PER BOX
2765,02051192,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X1/2",GENERIC,1/2-6/32
2766,02051192,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X1/2",GENERIC,LA11536
2767,02051199,SCRW-SH.MTL.TYP A(TA P) FLT HD ZNC 100/(PHL)#8X3/4,FRAN DAN,LA0251
2768,02051199,SCRW-SH.MTL.TYP A(TA P) FLT HD ZNC 100/(PHL)#8X3/4,GENERIC,LA11536
2769,02051199,SCRW-SH.MTL.TYP A(TA P) FLT HD ZNC 100/(PHL)#8X3/4,GENERIC,3/4-NO8 TYPE A
2770,02051199,SCRW-SH.MTL.TYP A(TA P) FLT HD ZNC 100/(PHL)#8X3/4,RIBSCO,100 PER BOX
2771,02051201,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ 1/4-20X1",GENERIC,1-1/4-20
2772,02051201,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ 1/4-20X1",GENERIC,100 PER BOX
2773,02051201,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ 1/4-20X1",GENERIC,LA11536
2774,02051204,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-32X3/4",GENERIC,3/4X10/32
2775,02051204,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-32X3/4",GENERIC,100 PER BOX
2776,02051204,"SCRW-SM,TYP F(THD.CU T)PAN,ZNC,PHL,100/ #10-32X3/4",GENERIC,LA11536
2777,02051208,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #10-24/38",FRAN DAN,LA0319
2778,02051208,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #10-24/38",GENERIC,100 PER BOX
2779,02051208,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #10-24/38",LEHIGH,3/8-10/24
2780,02051212,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-32X5/8",GENERIC,100 PER BOX
2781,02051212,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-32X5/8",GENERIC,5/8-8/32
2782,02051212,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #8-32X5/8",GENERIC,LA11536
2783,02051213,"SCREW-SM,TYP F(THD.CUT),PAN,ZNC,PHL, #10-32X1/2 100/BX",F.DAN,LA0293
2784,02051213,"SCREW-SM,TYP F(THD.CUT),PAN,ZNC,PHL, #10-32X1/2 100/BX",GENERIC,100 PER BOX
2785,02051213,"SCREW-SM,TYP F(THD.CUT),PAN,ZNC,PHL, #10-32X1/2 100/BX",GENERIC,1/2-10/32
2786,02051213,"SCREW-SM,TYP F(THD.CUT),PAN,ZNC,PHL, #10-32X1/2 100/BX",GENERIC,LA11536
2787,02051214,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X5/8",FRAN DAN,LA0251
2788,02051214,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X5/8",FRAN DAN,LA0251
2789,02051214,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X5/8",GENERIC,LA11536
2790,02051214,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X5/8",GENERIC,5/8-NO-12
2791,02051214,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X5/8",GENERIC,100 PER BOX
2792,02051214,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X5/8",GENERIC,LA11536
2793,02051214,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X5/8",GENERIC,5/8-NO-12
2794,02051214,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X5/8",GENERIC,100 PER BOX
2795,02051215,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X3/4",FRAN DAN,LA0251
2796,02051215,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X3/4",GENERIC,LA11536
2797,02051215,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X3/4",GENERIC,3/4-NO-12
2798,02051215,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #12X3/4",GENERIC,3/4 NO12
2799,02051217,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/#12X1",FRAN DAN,LA0251
2800,02051217,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/#12X1",GENERIC,100 PER BOX
2801,02051217,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/#12X1",GENERIC,"1""-NO 12TYPE A"
2802,02051217,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/#12X1",GENERIC,LA11536
2803,02051218,"SCRE-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #8-32X5/8",FRAN DAN,LA0251
2804,02051218,"SCRE-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #8-32X5/8",GENERIC,LA11536
2805,02051218,"SCRE-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #8-32X5/8",GENERIC,100 PER BOX
2806,02051218,"SCRE-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #8-32X5/8",GENERIC,5/8-8/32
2807,02051219,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X3/4",GENERIC,100 PER BOX
2808,02051219,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X3/4",GENERIC,3/4X6/32
2809,02051219,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X3/4",GENERIC,LA11536
2810,02051220,"SCRW-SM,TYP A(TAP),H EX,ZNC,PHL,100/ #14X1/PKG -",FRAN DAN,LA0251
2811,02051220,"SCRW-SM,TYP A(TAP),H EX,ZNC,PHL,100/ #14X1/PKG -",GENERIC,LA11536
2812,02051220,"SCRW-SM,TYP A(TAP),H EX,ZNC,PHL,100/ #14X1/PKG -",GENERIC,100 PER BOX
2813,02051220,"SCRW-SM,TYP A(TAP),H EX,ZNC,PHL,100/ #14X1/PKG -",GENERIC,1-NO-14
2814,02051221,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #10X5/8",GENERIC,LA11536
2815,02051221,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #10X5/8",GENERIC,100 PER BOX
2816,02051221,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #10X5/8",GENERIC,5/8-NO-10
2817,02051223,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X1",GENERIC,1-6/32
2818,02051223,"SCRW-SM,TYP F(THD.CU T),PAN,ZNC,PHL,100/ #6-32X1",GENERIC,LA11536
2819,02051225,SCREW 1-1/4 X 10/24 SLT RH THR CUTTING Z/PLT100/PK,GENERIC,100 PER BOX
2820,02051225,SCREW 1-1/4 X 10/24 SLT RH THR CUTTING Z/PLT100/PK,GENERIC,1-1/4X10/24
2821,02051226,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #8-32X3/8",GENERIC,100 PER BOX
2822,02051226,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #8-32X3/8",GENERIC,3/8-8/32
2823,02051226,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #8-32X3/8",GENERIC,LA11536
2824,02051231,SCREW-MACH PAN HD PH ILLIP1/4-20X3/4 STEEL100/PK,GENERIC,100 PER BOX
2825,02051231,SCREW-MACH PAN HD PH ILLIP1/4-20X3/4 STEEL100/PK,GENERIC,3/4-1/4-20
2826,02051234,SCREWS-1 1/2X12/24 R H SLT THR CUTTING100/PK,GENERIC,100 PER BOX
2827,02051234,SCREWS-1 1/2X12/24 R H SLT THR CUTTING100/PK,GENERIC,1-1/2-12/24
2828,02051235,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #6-32X3/4",GENERIC,100 PER BOX
2829,02051235,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #6-32X3/4",GENERIC,LA11536
2830,02051235,"SCRW-SM,TYP F(TH.CUT )FLT,ZNC,PHL,100/ #6-32X3/4",GENERIC,3/4-6/32
2831,02051236,SCREW-TRUSS HD PHILIP S S 1/4-20 X 3/4100/PK,GENERIC,1/4-20-3/4
2832,02051236,SCREW-TRUSS HD PHILIP S S 1/4-20 X 3/4100/PK,GENERIC,1/4-20-3/4
2833,02051237,"SCRW-SM,TYP A(TAP),H EX,ZNC,PHL,100/ #14X1-1/4",FRAN DAN,LA0251
2834,02051237,"SCRW-SM,TYP A(TAP),H EX,ZNC,PHL,100/ #14X1-1/4",GENERIC,LA11536
2835,02051237,"SCRW-SM,TYP A(TAP),H EX,ZNC,PHL,100/ #14X1-1/4",GENERIC,1-1/4-NO-14
2836,02051237,"SCRW-SM,TYP A(TAP),H EX,ZNC,PHL,100/ #14X1-1/4",GENERIC,100 PER BOX
2837,02051239,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #8X1/2",F.DAN,LA0251
2838,02051239,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #8X1/2",GENERIC,1/2-NO-8
2839,02051239,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #8X1/2",GENERIC,100 PER BOX
2840,02051239,"SCRW-SM,TYP A(TAP),P AN,ZNC,PHL,100/ #8X1/2",GENERIC,LA11536
2841,02051241,SCREW-USE 020-51-167 -,GENERIC,1-NO-10
2842,02051241,SCREW-USE 020-51-167 -,GENERIC,100 PER BOX
2843,02051244,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL, 100/ #12X1-",GENERIC,LA11536
2844,02051244,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL, 100/ #12X1-",GENERIC,"1"" # 12"
2845,02051244,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL, 100/ #12X1-",GENERIC,100 PER BOX
2846,02051248,SCREWS-1/2XNO10 SLT OV HD TAPPING NK PL,1/2 #10,FRAN DAN
2847,02051248,SCREWS-1/2XNO10 SLT OV HD TAPPING NK PL,GENERIC,100 PER BOX
2848,02051248,SCREWS-1/2XNO10 SLT OV HD TAPPING NK PL,SHRMN SMCK,1/2-NO-10
2849,02051249,"SCREW-SM,TYP AB(TAP)OVAL,Z-PL,PHL,#10X3/4"" 100/BOX",FRAN DAN,LA0319
2850,02051249,"SCREW-SM,TYP AB(TAP)OVAL,Z-PL,PHL,#10X3/4"" 100/BOX",GENERIC,100 PER BOX
2851,02051249,"SCREW-SM,TYP AB(TAP)OVAL,Z-PL,PHL,#10X3/4"" 100/BOX",GENERIC,3/4 NO. 10
2852,02051249,"SCREW-SM,TYP AB(TAP)OVAL,Z-PL,PHL,#10X3/4"" 100/BOX",GENERIC,LA11536
2853,02051250,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X5/8",GENERIC,5/8-NO-8
2854,02051250,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X5/8",GENERIC,LA11536
2855,02051250,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X5/8",GENERIC,100 PER BOX
2856,02051252,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X3/8",FRAN DAN,LA0251
2857,02051252,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X3/8",GENERIC,100 PER BOX
2858,02051252,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X3/8",GENERIC,LA11536
2859,02051252,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X3/8",GENERIC,3/8-NO-8
2860,02051256,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#10X1,FRAN DAN,LA0319
2861,02051256,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#10X1,GENERIC,1-NO-10
2862,02051256,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#10X1,GENERIC,100 PER BOX
2863,02051256,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#10X1,GENERIC,LA11536
2864,02051257,SCREW - TRUSS HD. S/ S SHEET METAL - 100 P/PKG. -,GENERIC,100 PER BOX
2865,02051257,SCREW - TRUSS HD. S/ S SHEET METAL - 100 P/PKG. -,LEHIGH,1/2-NO-8
2866,02051258,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#10X3/4,FRAN DAN,LA0319
2867,02051258,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#10X3/4,GENERIC,LA11536
2868,02051258,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#10X3/4,GENERIC,3/4-NO-10
2869,02051258,SCRW-SH.MTL.TYP A(TA P)FLT HD ZNC 100/(PHL)#10X3/4,GENERIC,100 PER BOX
2870,02051259,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X1-1/4",FRAN DAN,LA0293
2871,02051259,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X1-1/4",GENERIC,1-1/4-NO-8
2872,02051259,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X1-1/4",GENERIC,LA11536
2873,02051259,"SCRW-SH.MTL.TYP A(TA P)RND,ZNC,PHL,100/ #8X1-1/4",INTERSTATE,1 1/4 - #8
2874,02051260,"SCRW-SM,TYP A(TAP),T RUSS,ZNC,PHL,500/P#8-32X1/2",GENERIC,100 PER BOX
2875,02051260,"SCRW-SM,TYP A(TAP),T RUSS,ZNC,PHL,500/P#8-32X1/2",GENERIC,1/2X8/32
2876,02051261,"SCRW-SM,TTYP F(TH.CU T)FLT,ZNC,PHL,100/ #8-32X3/4",FRAN DAN,LA0319
2877,02051261,"SCRW-SM,TTYP F(TH.CU T)FLT,ZNC,PHL,100/ #8-32X3/4",GENERIC,100 PER BOX
2878,02051261,"SCRW-SM,TTYP F(TH.CU T)FLT,ZNC,PHL,100/ #8-32X3/4",THRD PRO,3/4X8/32
2879,02051262,"SCRW-SM,TYP A(TAP),T RUSS,ZINC,PHL,100/ #10X1/2",GENERIC,1/2-NO-10
2880,02051262,"SCRW-SM,TYP A(TAP),T RUSS,ZINC,PHL,100/ #10X1/2",GENERIC,LA11536
